movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho,duracion_horas
MOV-00365,B-007,ZIM-DELTA,R-05,MUELLE-D,ACEITE,SANTA FE,2020-10-20,01:52,2020-10-21,00:00,4740.42,14.9,10,RECHAZADO,22.133333333333333
MOV-00366,B-036,ONE-PLATA,R-03,MUELLE-A,GRANOS,SAO PAULO,2021-02-20,09:36,2021-02-22,08:38,2774.98,12.4,12,DESPACHADO,47.03333333333333
MOV-00368,B-032,YANG-MING,R-03,MUELLE-B,SOJA,SAO PAULO,2021-03-03,22:11,2021-03-04,19:10,3723.06,13.4,15,DESPACHADO,20.983333333333334
MOV-00369,B-008,YANG-MING,R-07,MUELLE-D,ACEITE,SAO PAULO,2023-09-14,03:22,2023-09-16,08:23,6001.8,14.2,12,RECHAZADO,53.016666666666666
MOV-00370,B-026,PIL-SANTA,R-01,MUELLE-C,MINERALES,SAO PAULO,2022-04-19,07:36,2022-04-20,00:00,4759.66,11.3,12,EN_REVISION,16.4
MOV-00371,B-035,ONE-PARANA,R-03,MUELLE-E,CONTENEDORES,SAO PAULO,1900-01-01,06:35,2022-04-27,00:00,5835.23,5.7,12,EN_REVISION,
MOV-00372,B-009,PIL-SANTA,R-02,MUELLE-A,SOJA,ROTTERDAM,2020-11-06,00:00,2020-11-08,00:00,7250.29,12.5,15,DESPACHADO,48.0
MOV-00373,B-035,ONE-PLATA,R-04,MUELLE-D,GRANOS,HAMBURG,2020-08-09,14:14,2020-08-09,00:00,6941.42,10.5,15,RECHAZADO,
MOV-00374,B-037,ZIM-DELTA,R-01,MUELLE-D,HARINA,ROTTERDAM,2021-10-20,22:36,2021-10-23,03:11,4864.42,6.3,10,EN_REVISION,52.583333333333336
MOV-00375,B-001,HAPAG-RIO,R-02,MUELLE-B,TRIGO,HAMBURG,2023-07-06,16:31,2023-07-07,00:00,6223.03,12.8,10,DESPACHADO,7.483333333333333
MOV-00376,B-034,YANG-ESTE,R-05,MUELLE-D,MINERALES,SAO PAULO,2020-12-02,16:45,2020-12-05,00:00,6717.55,9.9,10,EN_REVISION,55.25
MOV-00377,B-001,ONE-PARANA,R-05,MUELLE-C,CONTENEDORES,VALPARAISO,2023-02-23,17:41,2023-02-24,21:43,4135.06,9.9,12,EN_REVISION,28.033333333333335
MOV-00378,B-011,MSC-GENOVA,R-04,MUELLE-B,SOJA,MONTEVIDEO,2020-06-08,01:08,2020-06-10,07:56,6247.2,17.3,12,PENDIENTE,54.8
MOV-00379,B-018,CMA-ROSARIO,R-07,MUELLE-E,MINERALES,HAMBURG,2023-08-28,11:11,2023-08-28,00:00,4394.34,8.5,12,EN_REVISION,
MOV-00381,B-009,COSCO-STAR,R-07,MUELLE-A,GRANOS,HAMBURG,2024-10-12,06:41,2024-10-12,23:06,4069.0,17.5,12,DESPACHADO,16.416666666666668
MOV-00383,B-020,ONE-PARANA,R-03,MUELLE-C,GRANOS,ROTTERDAM,2022-04-27,07:53,2022-04-28,00:00,5288.55,13.5,12,EN_REVISION,16.116666666666667
MOV-00384,B-028,EVERGREEN-02,R-05,MUELLE-B,ACEITE,VALPARAISO,2022-08-15,08:02,2022-08-16,00:00,4177.33,11.8,10,DESPACHADO,15.966666666666667
MOV-00385,B-023,YANG-MING,R-03,MUELLE-D,MAIZ,SANTA FE,2023-11-23,13:46,2023-11-25,20:32,5481.75,8.9,15,RECHAZADO,54.766666666666666
MOV-00386,B-011,YANG-MING,R-04,MUELLE-E,MAIZ,MONTEVIDEO,2021-09-25,04:51,2021-09-27,03:39,5095.77,11.0,10,EN_REVISION,46.8
MOV-00387,B-031,ZIM-NORTE,R-07,MUELLE-F,TRIGO,HAMBURG,2022-03-04,04:20,2022-03-05,11:45,5918.75,7.9,10,,31.416666666666668
MOV-00388,B-039,COSCO-TIGRE,R-02,MUELLE-F,TRIGO,MONTEVIDEO,2020-07-09,10:24,2020-07-10,02:07,5314.09,13.9,12,,15.716666666666667
MOV-00389,B-021,CMA-ROSARIO,R-07,MUELLE-F,MINERALES,SANTA FE,2024-04-28,01:19,2024-04-30,19:02,3984.4,8.3,12,RECHAZADO,65.71666666666667
MOV-00391,B-010,HAPAG-SUR,R-07,MUELLE-C,ACEITE,HAMBURG,2024-08-07,16:36,2024-08-10,07:55,7264.74,8.8,15,PENDIENTE,63.31666666666667
MOV-00392,B-006,MAERSK-PAMPAS,R-02,MUELLE-B,HARINA,VALPARAISO,2022-08-26,06:48,2022-08-28,00:00,4869.71,11.1,15,PENDIENTE,41.2
MOV-00393,B-015,MSC-GENOVA,R-06,MUELLE-B,SOJA,VALPARAISO,2023-01-13,12:30,2023-01-13,15:36,3550.12,9.8,12,RECHAZADO,3.1
MOV-00394,B-034,EVERGREEN-02,R-05,MUELLE-C,ACEITE,HAMBURG,2023-07-02,11:36,2023-07-04,15:10,6651.49,12.8,10,RECHAZADO,51.56666666666667
MOV-00396,B-027,MAERSK-PAMPAS,R-04,MUELLE-F,GRANOS,SAO PAULO,2023-05-12,18:46,2023-05-15,15:49,3904.39,9.7,10,PENDIENTE,69.05
MOV-00398,B-017,ZIM-NORTE,R-02,MUELLE-F,GRANOS,HAMBURG,2024-08-23,23:49,2024-08-24,07:30,5197.76,11.1,12,RECHAZADO,7.683333333333334
MOV-00399,B-007,MSC-ALPHA,R-02,MUELLE-D,MINERALES,SAO PAULO,2024-05-31,14:44,2024-06-02,00:00,3993.35,15.8,12,EN_REVISION,33.266666666666666
MOV-00400,B-010,YANG-ESTE,R-05,MUELLE-D,HARINA,SAO PAULO,2023-04-11,00:16,2023-04-13,20:45,5940.6,8.8,10,DESPACHADO,68.48333333333333
MOV-00401,B-001,COSCO-STAR,R-06,MUELLE-B,HARINA,SAO PAULO,2024-06-04,03:41,2024-06-05,00:00,5965.41,15.3,15,PENDIENTE,20.316666666666666
MOV-00402,B-035,COSCO-STAR,R-01,MUELLE-D,TRIGO,SAO PAULO,2024-10-22,07:14,2024-10-24,00:00,5223.07,10.2,15,EN_REVISION,40.766666666666666
MOV-00404,B-020,PIL-SANTA,R-04,MUELLE-C,HARINA,VALPARAISO,2022-09-25,00:20,2022-09-27,00:00,6542.46,15.3,10,RECHAZADO,47.666666666666664
MOV-00405,B-020,YANG-ESTE,R-04,MUELLE-E,MAIZ,SHANGHAI,2024-10-11,05:39,2024-10-12,21:47,5430.33,14.8,10,PENDIENTE,40.13333333333333
MOV-00406,B-027,MSC-GENOVA,R-07,MUELLE-A,CONTENEDORES,SHANGHAI,2024-08-03,22:12,2024-08-05,00:00,7023.15,11.2,10,PENDIENTE,25.8
MOV-00407,B-003,COSCO-TIGRE,R-08,MUELLE-B,HARINA,ROTTERDAM,2023-01-06,11:28,2023-01-08,23:06,6377.86,14.6,12,DESPACHADO,59.63333333333333
MOV-00408,B-002,CMA-ROSARIO,,MUELLE-F,ACEITE,SHANGHAI,2022-08-17,00:00,2022-08-19,17:33,4985.7,9.9,12,RECHAZADO,65.55
MOV-00409,B-033,MSC-ALPHA,R-08,MUELLE-C,ACEITE,BUENOS AIRES,2022-12-25,05:51,2022-12-28,04:00,2023.49,8.8,10,DESPACHADO,70.15
MOV-00410,B-028,MSC-GENOVA,R-07,MUELLE-E,HARINA,SANTA FE,2020-11-04,08:54,2020-11-05,03:45,5851.27,12.3,12,RECHAZADO,18.85
MOV-00411,B-009,ZIMNORTE,R-06,MUELLE-A,ACEITE,SHANGHAI,1900-01-01,08:14,2022-05-19,00:00,4560.6,10.3,10,PENDIENTE,
MOV-00412,B-012,ONE-PLATA,R-02,MUELLE-B,TRIGO,BUENOS AIRES,2022-04-30,00:00,2022-04-30,00:00,4933.57,9.2,12,RECHAZADO,0.0
MOV-00413,B-025,HAPAG-SUR,R-01,MUELLE-C,ACEITE,SANTA FE,2020-09-19,16:09,2020-09-20,00:00,5430.84,10.5,10,PENDIENTE,7.85
MOV-00415,B-035,CMA-LITORAL,R-03,MUELLE-E,GRANOS,VALPARAISO,2021-10-23,21:34,2021-10-25,00:00,2456.01,13.2,10,RECHAZADO,26.433333333333334
MOV-00416,B-020,MSC-ALPHA,R-08,MUELLE-F,HARINA,MONTEVIDEO,2024-02-17,01:47,1900-01-01,20:36,3442.16,14.1,15,EN_REVISION,
MOV-00417,B-017,ZIM-NORTE,R-08,MUELLE-A,HARINA,SHANGHAI,2024-07-10,15:49,2024-07-13,05:12,5770.43,12.0,12,EN_REVISION,61.38333333333333
MOV-00418,B-006,ONE-PLATA,R-03,MUELLE-D,TRIGO,MONTEVIDEO,2021-12-25,16:38,2021-12-26,00:00,5129.46,10.0,15,PENDIENTE,7.366666666666666
MOV-00419,B-028,ONE-PARANA,R-05,MUELLE-A,CONTENEDORES,VALPARAISO,2022-08-16,10:08,2022-08-18,00:00,7607.53,7.3,12,RECHAZADO,37.86666666666667
MOV-00420,B-027,COSCO-TIGRE,R-04,MUELLE-B,ACEITE,BUENOS AIRES,2020-09-09,23:47,2020-09-10,00:00,5939.42,11.4,12,PENDIENTE,0.21666666666666667
MOV-00421,B-022,PIL-SANTA,R-01,MUELLE-D,HARINA,BUENOS AIRES,2023-11-17,15:48,2023-11-19,00:00,4348.67,12.8,15,RECHAZADO,32.2
MOV-00422,B-033,MSC-ALPHA,R-07,MUELLE-F,HARINA,SHANGHAI,2021-05-12,18:31,2021-05-14,00:00,6890.06,12.4,12,DESPACHADO,29.483333333333334
MOV-00423,B-016,EVERGREEN-02,R-07,MUELLE-D,GRANOS,SHANGHAI,1900-01-01,12:52,2020-03-19,03:06,5938.3,8.9,15,RECHAZADO,
MOV-00424,B-030,PIL-SANTA,R-03,MUELLE-B,ACEITE,ROTTERDAM,2024-10-20,02:21,2024-10-22,00:00,5142.58,10.2,12,EN_REVISION,45.65
MOV-00425,B-011,HAPAG-RIO,R-06,MUELLE-A,SOJA,SAO PAULO,2021-08-29,17:34,2021-08-30,00:00,6565.35,9.5,15,EN_REVISION,6.433333333333334
MOV-00426,B-037,COSCO-STAR,R-06,MUELLE-B,MINERALES,SANTA FE,2020-02-23,00:00,2020-02-24,00:58,3299.49,10.7,12,PENDIENTE,24.966666666666665
MOV-00427,B-025,PIL-SANTA,R-06,MUELLE-C,CONTENEDORES,SHANGHAI,2023-01-11,11:04,2023-01-12,00:00,7282.86,7.9,12,EN_REVISION,12.933333333333334
MOV-00428,B-015,CMA-LITORAL,R-05,MUELLE-E,GRANOS,HAMBURG,2020-02-15,17:28,2020-02-16,00:00,3715.56,12.1,10,RECHAZADO,6.533333333333333
MOV-00429,B-020,MSC-ALPHA,R-04,MUELLE-E,CONTENEDORES,MONTEVIDEO,2023-12-29,11:37,2023-12-30,05:14,7076.26,5.9,10,EN_REVISION,17.616666666666667
MOV-00430,B-025,MAERSK-PAMPAS,R-07,MUELLE-F,MINERALES,MONTEVIDEO,2023-12-19,13:56,2023-12-21,00:00,5423.49,14.4,10,EN_REVISION,34.06666666666667
MOV-00431,B-001,MSC-ALPHA,R-07,MUELLE-C,GRANOS,SHANGHAI,2022-10-17,05:34,2022-10-18,23:55,5745.72,11.5,15,DESPACHADO,42.35
MOV-00432,B-020,YANG-MING,R-02,MUELLE-C,MAIZ,MONTEVIDEO,2021-11-21,14:59,2021-11-23,02:07,3367.92,12.1,15,DESPACHADO,35.13333333333333
MOV-00434,B-037,ZIM-NORTE,,MUELLE-F,ACEITE,SANTA FE,2021-12-21,17:03,2021-12-24,19:42,5974.98,12.7,10,DESPACHADO,74.65
MOV-00436,B-001,COSCO-TIGRE,R-01,MUELLE-F,MINERALES,MONTEVIDEO,2024-06-08,15:04,2024-06-09,00:00,5534.34,12.6,10,PENDIENTE,8.933333333333334
MOV-00437,B-034,EVER-GLORY,R-08,MUELLE-D,SOJA,BUENOS AIRES,2024-04-10,22:51,2024-04-11,00:00,6155.51,12.7,10,PENDIENTE,1.15
MOV-00438,B-013,EVER-GLORY,R-07,MUELLE-D,MAIZ,VALPARAISO,2023-09-09,23:28,2023-09-10,00:00,5261.25,16.2,12,DESPACHADO,0.5333333333333333
MOV-00439,B-015,MSC-GENOVA,R-07,MUELLE-A,GRANOS,ROTTERDAM,2023-02-28,17:04,2023-02-28,12:15,6266.65,8.0,10,DESPACHADO,
MOV-00440,B-010,YANG-MING,R-03,MUELLE-D,HARINA,MONTEVIDEO,2020-10-21,01:29,2020-10-23,16:54,4919.94,8.8,12,EN_REVISION,63.416666666666664
MOV-00441,B-014,ONE-PARANA,R-04,MUELLE-F,ACEITE,HAMBURG,2020-10-16,15:06,2020-10-19,22:37,4274.29,13.8,12,RECHAZADO,79.51666666666667
MOV-00442,B-037,CMA-ROSARIO,R-07,MUELLE-E,TRIGO,MONTEVIDEO,2020-09-24,00:00,2020-09-27,08:43,4634.38,14.1,15,RECHAZADO,80.71666666666667
MOV-00446,B-018,COSCO-TIGRE,R-06,MUELLE-C,CONTENEDORES,ROTTERDAM,2023-02-05,06:31,2023-02-06,00:00,5745.42,14.0,12,EN_REVISION,17.483333333333334
MOV-00447,B-001,MSCGENOVA,R-06,MUELLE-E,SOJA,MONTEVIDEO,2020-08-04,19:07,2020-08-05,00:00,4268.55,10.0,15,RECHAZADO,4.883333333333334
MOV-00448,B-039,HAPAG-RIO,R-08,MUELLE-C,GRANOS,HAMBURG,2021-06-23,04:56,2021-06-24,09:06,4511.93,11.9,10,PENDIENTE,28.166666666666668
MOV-00449,B-017,YANG-MING,R-03,MUELLE-A,GRANOS,BUENOS AIRES,2024-03-27,13:05,2024-03-30,18:15,3911.87,16.0,15,RECHAZADO,77.16666666666667
MOV-00451,B-010,PIL-SANTA,R-06,MUELLE-B,GRANOS,HAMBURG,2021-07-22,07:12,2021-07-25,00:00,6230.11,16.7,15,RECHAZADO,64.8
MOV-00452,B-011,MSC-ALPHA,R-05,MUELLE-F,CONTENEDORES,BUENOS AIRES,2024-07-10,22:55,2024-07-11,08:57,3922.83,11.5,12,PENDIENTE,10.033333333333333
MOV-00453,B-009,MSC-ALPHA,R-04,MUELLE-F,TRIGO,SAO PAULO,2022-11-12,03:24,2022-11-13,00:23,2672.82,9.6,12,RECHAZADO,20.983333333333334
MOV-00455,B-010,CMA-LITORAL,R-07,MUELLE-E,MAIZ,HAMBURG,2021-02-09,22:38,1900-01-01,00:00,5747.81,13.5,12,EN_REVISION,
MOV-00456,B-021,PIL-OESTE,R-01,MUELLE-E,GRANOS,MONTEVIDEO,2020-07-28,16:10,2020-07-30,22:38,5414.23,12.4,10,RECHAZADO,54.46666666666667
MOV-00458,B-011,COSCO-TIGRE,R-04,MUELLE-B,GRANOS,VALPARAISO,2024-09-05,00:00,2024-09-06,00:00,3653.61,10.8,10,EN_REVISION,24.0
MOV-00459,B-020,ONE-PARANA,R-05,MUELLE-C,MINERALES,SANTA FE,2021-03-20,16:01,2021-03-22,11:32,2723.97,9.5,12,PENDIENTE,43.516666666666666
MOV-00462,B-019,HAPAG-SUR,R-04,MUELLE-C,GRANOS,VALPARAISO,2023-08-24,01:55,2023-08-26,00:00,5124.59,15.3,10,PENDIENTE,46.083333333333336
MOV-00463,B-038,COSCO-TIGRE,R-06,MUELLE-D,ACEITE,VALPARAISO,2023-10-15,17:26,2023-10-17,00:00,5786.53,7.4,12,PENDIENTE,30.566666666666666
MOV-00464,B-037,CMA-ROSARIO,R-04,MUELLE-F,CONTENEDORES,BUENOS AIRES,2020-03-26,16:06,2020-03-26,07:17,7681.0,5.8,15,RECHAZADO,
MOV-00466,B-022,COSCO-TIGRE,R-06,MUELLE-B,HARINA,ROTTERDAM,2022-10-03,01:31,2022-10-04,01:42,3937.11,9.0,15,RECHAZADO,24.183333333333334
MOV-00467,B-006,COSCO-STAR,R-04,MUELLE-F,SOJA,HAMBURG,2020-03-11,10:19,2020-03-13,00:00,4994.69,9.8,12,RECHAZADO,37.68333333333333
MOV-00468,B-034,HAPAG-SUR,R-03,MUELLE-D,HARINA,MONTEVIDEO,2023-11-07,04:53,2023-11-07,11:33,4730.34,14.6,10,DESPACHADO,6.666666666666667
MOV-00469,B-007,HAPAG-RIO,R-03,MUELLE-B,GRANOS,HAMBURG,2023-12-21,16:57,2023-12-23,00:00,3755.79,15.5,10,RECHAZADO,31.05
MOV-00471,B-031,ONE-PARANA,R-02,MUELLE-B,CONTENEDORES,BUENOS AIRES,2024-10-29,02:30,2024-10-31,00:00,3820.2,6.9,10,PENDIENTE,45.5
MOV-00472,B-015,CMA-ROSARIO,R-08,MUELLE-E,CONTENEDORES,MONTEVIDEO,2022-06-05,19:01,2022-06-08,00:00,4196.73,10.6,10,PENDIENTE,52.983333333333334
MOV-00473,B-038,ZIM-NORTE,R-03,MUELLE-D,ACEITE,BUENOS AIRES,2023-07-17,02:16,2023-07-18,18:58,6462.41,11.4,15,RECHAZADO,40.7
MOV-00474,B-009,YANG-MING,R-04,MUELLE-F,ACEITE,SHANGHAI,2020-08-28,23:46,2020-08-30,07:11,5470.93,8.2,10,PENDIENTE,31.416666666666668
MOV-00475,B-026,MSC-GENOVA,R-02,MUELLE-B,HARINA,HAMBURG,2022-11-12,18:26,2022-11-13,13:16,6392.06,10.5,12,RECHAZADO,18.833333333333332
MOV-00476,B-028,ONEPARANA,,MUELLE-F,GRANOS,SANTA FE,2021-08-05,13:15,2021-08-06,03:57,4121.64,15.6,12,DESPACHADO,14.7
MOV-00480,B-036,EVER-GLORY,R-05,MUELLE-A,HARINA,HAMBURG,2024-11-18,05:14,2024-11-20,18:05,4364.41,17.7,12,PENDIENTE,60.85
MOV-00481,B-005,MAERSK-LIMA,R-05,MUELLE-B,SOJA,HAMBURG,2021-05-18,00:20,2021-05-19,00:00,4884.25,10.3,10,EN_REVISION,23.666666666666668
MOV-00483,B-008,YANG-ESTE,R-07,MUELLE-D,CONTENEDORES,VALPARAISO,2021-03-17,13:49,2021-03-18,00:00,6371.36,12.5,10,EN_REVISION,10.183333333333334
MOV-00485,B-029,COSCO-TIGRE,R-06,MUELLE-E,MINERALES,SHANGHAI,2023-04-14,03:56,2023-04-16,00:00,4915.54,12.9,15,EN_REVISION,44.06666666666667
MOV-00486,B-040,COSCO-TIGRE,R-05,MUELLE-D,TRIGO,SANTA FE,2022-05-06,18:12,2022-05-09,00:00,4029.65,19.0,10,DESPACHADO,53.8
MOV-00487,B-022,YANG-ESTE,R-06,MUELLE-D,HARINA,SHANGHAI,2023-04-22,16:43,2023-04-24,18:02,3243.62,11.3,15,EN_REVISION,49.31666666666667
MOV-00488,B-015,ZIM-DELTA,R-08,MUELLE-B,SOJA,SHANGHAI,2021-09-04,02:15,2021-09-05,16:47,4941.25,8.9,12,RECHAZADO,38.53333333333333
MOV-00489,B-014,COSCO-TIGRE,R-07,MUELLE-B,HARINA,SAO PAULO,2022-02-10,02:06,2022-02-10,00:00,4165.63,15.5,15,PENDIENTE,
MOV-00490,B-037,COSCO-STAR,R-01,MUELLE-B,HARINA,SHANGHAI,2023-06-12,00:52,2023-06-13,00:00,6539.59,13.0,10,DESPACHADO,23.133333333333333
MOV-00491,B-019,EVER-GLORY,R-07,MUELLE-C,MAIZ,HAMBURG,2023-08-31,22:52,2023-09-03,00:00,4096.5,14.8,12,RECHAZADO,49.13333333333333
MOV-00492,B-021,PIL-OESTE,R-04,MUELLE-F,MINERALES,ROTTERDAM,2023-02-04,23:37,2023-02-06,00:00,6238.17,15.0,15,RECHAZADO,24.383333333333333
MOV-00494,B-022,ONE-PLATA,R-05,MUELLE-E,CONTENEDORES,SAO PAULO,2022-07-20,23:37,2022-07-22,00:23,5240.32,7.2,10,RECHAZADO,24.766666666666666
MOV-00495,B-003,ZIMDELTA,R-05,MUELLE-D,HARINA,SANTA FE,2021-05-04,12:00,2021-05-06,00:00,7861.89,13.9,12,PENDIENTE,36.0
MOV-00496,B-036,YANG-MING,R-02,MUELLE-B,CONTENEDORES,SHANGHAI,1900-01-01,02:21,2022-05-30,10:52,4229.71,11.4,15,PENDIENTE,
MOV-00497,B-010,MAERSK-LIMA,R-01,MUELLE-B,SOJA,VALPARAISO,2022-10-21,17:29,2022-10-24,13:57,5995.05,14.1,10,PENDIENTE,68.46666666666667
MOV-00498,B-034,ZIM-NORTE,R-04,MUELLE-D,ACEITE,SANTA FE,2020-07-31,16:49,2020-08-02,16:23,6288.86,7.8,12,EN_REVISION,47.56666666666667
MOV-00499,B-001,PIL-OESTE,R-06,MUELLE-A,ACEITE,SHANGHAI,2024-10-31,14:05,2024-11-01,16:12,4999.75,11.6,12,RECHAZADO,26.116666666666667
MOV-00500,B-004,YANG-MING,R-03,MUELLE-F,HARINA,ROTTERDAM,2022-12-23,11:04,2022-12-26,13:02,4552.58,17.7,10,PENDIENTE,73.96666666666667
MOV-00502,B-026,ZIM-NORTE,R-02,MUELLE-C,MAIZ,SAO PAULO,2023-12-06,03:40,2023-12-06,22:35,4613.03,13.7,15,DESPACHADO,18.916666666666668
MOV-00503,B-025,ONE-PARANA,R-05,MUELLE-C,MAIZ,ROTTERDAM,2023-06-16,03:45,2023-06-18,00:00,5837.0,10.7,10,RECHAZADO,44.25
MOV-00504,B-005,COSCO-TIGRE,R-03,MUELLE-B,HARINA,BUENOS AIRES,2020-01-29,13:06,2020-01-31,00:00,3896.95,8.1,15,DESPACHADO,34.9
MOV-00505,B-032,HAPAG-SUR,R-05,MUELLE-D,GRANOS,VALPARAISO,2024-03-12,14:33,2024-03-14,08:00,4355.81,12.7,10,DESPACHADO,41.45
MOV-00506,B-031,ZIM-DELTA,R-08,MUELLE-B,GRANOS,SAO PAULO,2022-11-09,20:59,2022-11-10,08:30,2365.02,17.8,15,RECHAZADO,11.516666666666667
MOV-00507,B-040,PIL-OESTE,R-03,MUELLE-F,MINERALES,SANTA FE,2024-04-25,17:26,2024-04-27,00:00,6032.78,11.3,15,PENDIENTE,30.566666666666666
MOV-00509,B-008,PIL-SANTA,R-08,MUELLE-B,SOJA,SHANGHAI,2024-06-08,00:00,2024-06-10,00:00,4594.09,11.1,12,PENDIENTE,48.0
MOV-00510,B-023,CMA-LITORAL,R-03,MUELLE-A,SOJA,SANTA FE,2024-02-19,01:46,2024-02-20,16:06,5787.9,17.2,10,EN_REVISION,38.333333333333336
MOV-00511,B-031,COSCO-TIGRE,R-01,MUELLE-B,ACEITE,SANTA FE,2020-06-22,05:13,2020-06-22,10:23,3984.44,6.2,10,PENDIENTE,5.166666666666667
MOV-00512,B-037,ONE-PARANA,R-08,MUELLE-D,MAIZ,HAMBURG,2024-06-22,00:12,2024-06-24,00:00,4342.4,15.8,15,EN_REVISION,47.8
MOV-00513,B-012,ZIM-NORTE,R-04,MUELLE-B,TRIGO,SANTA FE,2022-12-11,17:05,2022-12-13,23:43,5081.26,15.8,12,DESPACHADO,54.63333333333333
MOV-00514,B-018,MSC-ALPHA,R-01,MUELLE-A,GRANOS,SANTA FE,2021-10-22,05:48,2021-10-22,00:00,6252.46,8.4,10,DESPACHADO,
MOV-00515,B-019,PIL-SANTA,R-03,MUELLE-A,MAIZ,HAMBURG,2020-11-04,05:52,2020-11-05,00:00,2369.12,12.4,10,EN_REVISION,18.133333333333333
MOV-00516,B-008,ZIM-DELTA,R-07,MUELLE-B,HARINA,SAO PAULO,2024-08-09,05:50,2024-08-11,22:12,4740.37,12.7,12,EN_REVISION,64.36666666666666
MOV-00517,B-009,COSCO-STAR,R-01,MUELLE-C,GRANOS,BUENOS AIRES,2022-12-19,23:00,2022-12-21,00:00,4973.97,15.7,15,RECHAZADO,25.0
MOV-00518,B-019,HAPAG-RIO,R-05,MUELLE-D,HARINA,MONTEVIDEO,2020-09-24,11:46,2020-09-27,04:46,5057.28,15.1,15,DESPACHADO,65.0
MOV-00520,B-004,YANG-MING,R-04,MUELLE-B,TRIGO,SAO PAULO,2021-10-07,22:07,2021-10-10,02:33,5502.66,15.4,15,EN_REVISION,52.43333333333333
MOV-00522,B-022,HAPAG-SUR,R-08,MUELLE-C,HARINA,BUENOS AIRES,2021-03-13,12:23,2021-03-15,00:00,7149.75,8.9,15,RECHAZADO,35.61666666666667
MOV-00523,B-011,ONE-PARANA,R-03,MUELLE-A,TRIGO,HAMBURG,2021-06-06,00:00,2021-06-07,00:00,4362.87,14.7,10,EN_REVISION,24.0
MOV-00524,B-003,ONE-PARANA,R-01,MUELLE-E,TRIGO,SHANGHAI,2022-03-02,04:43,2022-03-04,00:00,3685.67,14.5,10,RECHAZADO,43.28333333333333
MOV-00526,B-038,COSCO-STAR,R-05,MUELLE-C,MAIZ,SANTA FE,2022-04-05,19:45,2022-04-08,02:24,6584.87,11.8,10,RECHAZADO,54.65
MOV-00528,B-029,HAPAG-RIO,R-04,MUELLE-C,TRIGO,SAO PAULO,2023-08-24,07:57,2023-08-27,23:50,4216.15,8.4,12,EN_REVISION,87.88333333333334
MOV-00529,B-038,EVERGREEN-02,R-03,MUELLE-D,HARINA,BUENOS AIRES,2020-05-29,06:00,2020-05-31,00:00,4010.44,10.8,15,RECHAZADO,42.0
MOV-00530,B-018,EVER-GLORY,R-01,MUELLE-B,MINERALES,SAO PAULO,2023-05-14,12:58,2023-05-16,00:00,7344.61,12.2,12,DESPACHADO,35.03333333333333
MOV-00531,B-039,COSCO-STAR,R-06,MUELLE-A,MINERALES,ROTTERDAM,2022-06-26,20:26,2022-06-27,00:00,5949.43,9.2,15,,3.566666666666667
MOV-00532,B-006,HAPAG-SUR,,MUELLE-D,GRANOS,MONTEVIDEO,2022-12-09,21:34,2022-12-11,00:00,5112.45,9.7,12,DESPACHADO,26.433333333333334
MOV-00533,B-011,MAERSK-LIMA,R-02,MUELLE-E,MAIZ,SANTA FE,2024-08-16,16:42,2024-08-18,03:27,6519.15,15.2,10,RECHAZADO,34.75
MOV-00534,B-007,MAERSK-PAMPAS,R-05,MUELLE-C,GRANOS,SAO PAULO,2022-03-26,15:34,2022-03-27,10:29,5254.62,14.2,10,RECHAZADO,18.916666666666668
MOV-00535,B-011,PIL-OESTE,R-06,MUELLE-F,MINERALES,HAMBURG,2024-11-26,00:00,2024-11-27,00:35,5119.18,6.0,10,PENDIENTE,24.583333333333332
MOV-00537,B-005,PIL-OESTE,R-03,MUELLE-C,CONTENEDORES,HAMBURG,2021-07-03,07:27,2021-07-04,05:44,3612.38,10.7,15,DESPACHADO,22.283333333333335
MOV-00538,B-020,YANG-ESTE,R-06,MUELLE-F,SOJA,BUENOS AIRES,2022-07-26,01:44,2022-07-28,16:43,4038.43,15.5,15,EN_REVISION,62.983333333333334
MOV-00539,B-040,ZIM-NORTE,R-08,MUELLE-D,MAIZ,ROTTERDAM,2021-10-17,00:00,2021-10-18,00:00,4863.75,10.3,10,RECHAZADO,24.0
MOV-00540,B-022,CMA-LITORAL,R-01,MUELLE-A,SOJA,MONTEVIDEO,2021-12-02,11:17,2021-12-03,09:24,5603.25,10.9,15,EN_REVISION,22.116666666666667
MOV-00541,B-035,PIL-OESTE,R-02,MUELLE-C,CONTENEDORES,MONTEVIDEO,2021-01-17,17:48,2021-01-19,00:00,6590.74,14.2,12,EN_REVISION,30.2
MOV-00542,B-026,EVERGREEN-02,R-06,MUELLE-A,MINERALES,VALPARAISO,2023-06-03,10:48,1900-01-01,09:32,6458.48,10.8,10,RECHAZADO,
MOV-00544,B-007,YANG-MING,R-02,MUELLE-A,ACEITE,MONTEVIDEO,2023-11-26,00:00,2023-11-29,07:34,3907.86,14.5,10,RECHAZADO,79.56666666666666
MOV-00545,B-021,PIL-OESTE,R-07,MUELLE-D,MINERALES,VALPARAISO,2021-11-22,16:21,2021-11-24,21:28,5425.37,10.8,15,EN_REVISION,53.11666666666667
